sku,retail_price,item_title,inserted_at,store_code,availability
3575,4.79,Chocolate Almond Biscotti,2025-01-18 00:00:07,701,1.0
157035,3.99,Organic Young Turkey Free Range,2025-02-25 00:00:07,546,0.0
72790,4.49,To the Power of C Organic Juice Blend,2025-03-07 00:00:07,452,1.0
76185,3.29,Organic Silver Dollar Pancakes,2025-05-25 00:00:06,701,1.0
95018,7.99,Raspberries,2025-05-28 00:00:07,701,0.0
72002,5.99,Ghost Vine Red Blend with Spices,2025-05-30 00:00:05,701,0.0
95112,6.99,Family Style Meat Lasagna,2025-02-21 00:00:05,701,1.0
34242,3.99,Fresh Cranberry Sauce,2025-02-26 00:00:07,701,0.0
30337,3.99,String Cheese,2025-04-03 00:00:08,701,1.0
56423,3.99,Sriracha Flavored Baked Tofu,2024-12-01 20:47:14,546,1.0
70265,3.49,Kimchi & Tofu Soup,2025-05-27 00:00:08,546,0.0
78169,1.99,Something Spritzy Pineapple & Orange,2025-01-19 00:00:06,701,1.0
69517,2.49,Kalamata Olives with Jalapeños & Peri Peri Peppers,2025-04-21 00:00:07,31,0.0
77835,2.79,Peaches + Cream Cream Cheese Spread,2025-05-26 00:00:07,452,1.0
71519,3.99,Oat Non-Dairy Frozen Dessert Sandwiches,2025-05-27 00:00:08,546,1.0
173063,3.49,Green Apple Sparkling Water,2025-03-19 00:00:07,701,0.0
78032,3.79,Creamy Spinach & Artichoke Dip,2025-04-25 00:00:07,452,1.0
70805,4.99,Ube Mochi,2025-03-27 00:00:07,31,0.0
78526,5.99,Cotton Picnic Cloths,2025-03-10 00:00:07,701,0.0
72271,5.99,Truffle Burrata,2025-03-30 00:00:07,546,0.0
72756,3.99,Garlic & Jalapeño Stuffed Olives,2024-12-16 16:17:41,546,1.0
1488,2.49,Crunchy Peanut Butter Salted,2025-02-26 00:00:07,31,1.0
73814,2.99,White Miso Paste,2024-12-24 22:35:06,701,1.0
71063,3.49,Japchae Korean Glass Noodles & Vegetable Stir Fry,2024-12-31 00:00:07,452,1.0
46189,3.99,Chicken Shu Mai,2025-03-06 00:00:07,452,1.0
95317,2.99,Classic Hamburger Buns,2025-01-11 00:00:07,31,0.0
74955,2.99,Peach Mango Scented Foaming Hand Soap,2025-01-18 00:00:07,701,0.0
79054,3.99,Sprinkle Cake Bites,2025-02-21 00:00:05,546,0.0
72788,9.99,Indian Pearl Mountain Small Lot Coffee,2025-03-25 00:00:08,452,0.0
69448,2.99,Maple Espresso Black Tea Blend,2025-04-28 00:00:06,31,0.0
82338,3.99,Finely Shredded Mexican Style Cheese Blend,2025-04-28 00:00:06,546,1.0
94537,3.99,Cara Cara Navel Oranges,2024-12-16 16:17:41,701,1.0
60385,3.99,Grapefruit Scented Candle,2025-03-05 00:00:07,31,0.0
67385,3.49,Chewy Chocolate & Peanut Butter Protein Bars,2025-02-23 00:00:08,452,1.0
74092,3.79,When Life Gives You Lemons Make Ice Cream,2025-02-04 00:00:06,452,0.0
78424,3.49,Steamed Vegetable Soup Dumplings,2025-02-27 00:00:07,452,1.0
93706,9.99,Reserve North Coast Brut Sparkling Wine,2025-03-09 00:00:07,31,0.0
68816,2.29,Pumpkin Spice Batons,2025-01-08 00:00:05,701,0.0
78548,4.99,Mango Mochi,2025-01-08 00:00:05,452,0.0
58406,2.99,Cornbread Crisps,2025-03-27 00:00:07,546,0.0
52381,9.99,Cheddar Cheese with Caramelized Onions,2025-01-10 00:00:04,31,1.0
61902,1.99,Vanilla Overnight Oats,2025-03-22 00:00:05,701,1.0
51367,10.99,Uncooked Ground Buffalo Burgers,2025-02-10 00:00:06,31,0.0
73659,2.99,Pinks & Whites Dark Chocolate Bar,2025-03-09 00:00:07,31,0.0
76439,4.49,Kosher Dill Pickle Chips,2025-03-07 00:00:07,701,1.0
27042,3.99,Organic Cane Sugar,2025-06-01 00:00:05,31,1.0
57120,2.99,Crunchy Cinnamon Squares,2025-03-25 00:00:08,31,1.0
76799,12.99,Grand Reserve Cabernet Sauvignon Alexander Valley Lot #117,2025-01-16 00:00:05,31,0.0
61023,3.79,Butternut Squash Mac & Cheese,2025-03-19 00:00:07,701,0.0
93897,5.99,Haricots Verts,2025-03-26 00:00:07,31,0.0
72567,3.99,Avocado Ranch Salad Kit,2025-04-25 00:00:07,452,1.0
75821,5.99,Ginger Shrimp Lo Mein,2025-03-05 00:00:07,701,1.0
98530,16.99,Organic Fair Trade Wake Up Blend Coffee,2025-05-24 15:55:55,701,1.0
96890,3.99,"Peaches & Cream, Mango & Cream Yogurt Cups",2025-01-16 00:00:05,31,0.0
97991,14.99,Dozen Roses Assorted Colors,2024-12-07 23:45:29,31,0.0
72219,9.99,Reserve Russian River Chardonnay,2025-04-03 00:00:07,31,0.0
67425,12.99,"Seasonal Bouquet, Large",2025-04-24 00:00:08,546,1.0
79616,4.99,Pumpkin Loaf,2025-04-18 22:47:45,546,0.0
25122,2.99,Jumbo Pitted Greek Kalamata Olives,2025-01-14 00:00:05,701,1.0
79142,4.49,Sugar Bee® Apples,2025-01-15 00:00:04,452,1.0
92966,4.99,Cranberry Chèvre Goat Cheese,2025-02-08 00:00:06,546,0.0
60349,14.99,Platinum Reserve Pinot Noir Carneros 2022,2025-01-02 00:00:05,546,0.0
76689,3.99,Halloween Decorated Peanut Butter Flavor Dog Treats,2025-01-23 00:00:06,701,0.0
90240,3.29,Steamed Lentils,2025-02-23 00:00:07,701,1.0
75219,5.99,Cheese Party Tray,2025-02-27 00:00:07,701,1.0
99318,9.99,Caretaker Pinot Noir 2022,2025-04-02 00:00:07,452,1.0
74092,3.79,When Life Gives You Lemons Make Ice Cream,2025-02-08 00:00:06,31,0.0
59063,3.79,Mexican Style Roasted Corn,2025-05-24 15:55:55,701,0.0
64598,1.19,Icelandic Style Skyr Lowfat Cherry Yogurt,2025-03-01 00:00:06,701,1.0
78270,1.99,Organic Farfalline Pasta,2025-01-02 00:00:05,546,0.0
73935,3.49,Mini (Almost) Everything Bagel Sandwich Crackers,2025-04-01 00:00:05,546,1.0
64378,8.99,Pumpkin Spice Cream Liqueur,2025-03-02 00:00:06,31,0.0
95732,5.49,Greek Nonfat Yogurt Plain,2025-06-03 00:00:07,31,1.0
58635,3.29,Mini Asst Succulents in Terra Cotta,2025-03-26 00:00:06,452,1.0
79201,8.99,Cinnamon Spiced Coffee,2025-01-01 00:00:06,701,0.0
53741,8.99,Platinum Aged Balsamic Vinegar of Modena,2025-03-10 00:00:07,31,0.0
74568,3.99,Chhurpi Puffs Dog Treats,2025-01-28 00:00:07,546,0.0
65759,5.99,Cinnamon Brooklyn Babka,2025-04-23 00:00:07,701,0.0
76863,3.99,Chicken & Bone Broth Recipe Dog Treats,2025-01-16 00:00:05,452,1.0
69009,2.99,Vegan Gingerbread Loaf,2025-01-22 00:00:06,701,0.0
50261,1.19,Organic Garbanzo Beans,2025-03-29 00:00:06,452,1.0
68639,7.99,Italian Roast Ground Espresso,2024-12-29 00:00:08,701,0.0
71110,7.99,Strawberry Swirl Cheesecake,2025-02-09 00:00:06,452,0.0
72788,9.99,Indian Pearl Mountain Small Lot Coffee,2025-05-26 00:00:07,546,0.0
76003,2.49,Crunchy Pops,2025-03-25 00:00:08,31,1.0
79467,7.99,Red Island Australian Extra Virgin Olive Oil,2024-12-27 16:28:10,701,0.0
68174,3.99,Vegan Caesar Dressing,2025-01-05 00:00:05,452,1.0
76687,1.99,Something Spritzy,2025-01-20 00:00:07,701,1.0
55860,2.29,Organic Ketchup,2025-01-01 05:16:34,452,1.0
74644,7.49,Fromage Pavé Red Chili Pepper,2025-01-14 00:00:05,701,0.0
93858,4.99,Cut Butternut Squash,2025-01-27 00:00:06,31,0.0
75192,2.99,Eggplant Garlic Spread,2025-06-02 00:00:08,452,1.0
53276,3.99,Quinoa Cowboy Veggie Burgers,2025-01-17 00:00:05,31,1.0
8450,3.79,Cheese & Green Chile Tamales,2024-12-03 16:06:49,31,1.0
93909,4.99,Cinnamon Broom,2025-02-05 00:00:06,546,0.0
79725,2.29,Barebells Pumpkin Spice Protein Bar,2025-04-27 00:00:07,31,0.0
77864,9.99,Organic Ethiopia Guji Small Lot Coffee,2025-03-04 00:00:06,452,0.0
74871,7.99,Vin De Bordeaux B by Fonbadet Bordeaux 2019,2025-03-26 00:00:06,701,1.0
70695,8.99,Peruvian Bay Scallops,2025-03-24 00:00:06,452,0.0
68654,6.99,Marula Facial Oil,2025-02-24 00:00:07,701,1.0
69556,3.29,Fruity Chewy Candy,2025-02-06 00:00:06,546,0.0
81459,3.99,"Strawberries & Cream, Bananas & Cream Yogurt Cups",2025-03-30 00:00:07,546,1.0
74111,0.99,Mini Chocolate Chip Cookies,2025-03-14 00:00:06,701,1.0
77104,4.99,Chocolate Cheesecake Bites,2025-01-24 00:00:06,546,1.0
67607,3.99,All Natural Pasture Raised Heirloom Whole Chicken,2025-05-28 00:00:07,546,0.0
72562,3.49,Soft-Baked Sunflower Butter Cookies,2025-03-04 00:00:06,31,1.0
74111,0.99,Mini Chocolate Chip Cookies,2025-01-21 00:00:06,452,1.0
66054,4.49,Mini Cheesecake Cones,2025-02-26 00:00:08,452,0.0
62839,4.49,Mini French Baguettes,2025-01-04 00:00:07,701,1.0
79370,6.99,Lip Butter Balm Duo,2025-02-18 00:00:07,452,0.0
75003,3.79,Herbes de Provence Potato Wedges,2025-04-03 00:00:07,31,0.0
76651,3.99,Chocolate Croissant Scented Candle,2025-01-16 00:00:05,452,0.0
57011,3.49,Vanilla Almond Spiced Chai Protein Smoothie,2024-12-29 00:00:08,701,1.0
77656,1.99,Strawberry Overnight Oats,2025-03-16 00:00:07,452,0.0
74110,5.99,Gluten Free Double Chocolate Muffins,2025-01-25 00:00:06,31,1.0
75418,4.29,Organic Apricot Preserves,2025-05-28 00:00:07,452,1.0
79330,2.99,Granny Smith Apple & Calvados Spirited Fruit Spread,2025-06-03 00:00:07,452,0.0
77039,1.99,All Occasion Sprinkle,2025-03-17 00:00:07,452,1.0
68227,6.99,Sesame Crusted Hardwood Smoked Ahi Tuna,2025-06-03 00:00:07,452,1.0
61202,5.49,Buffalo Style Chicken Poppers,2025-03-06 00:00:07,701,1.0
59261,1.99,Thai Green Curry Simmer Sauce,2025-03-05 00:00:06,546,0.0
75108,4.99,To The Power of Seven Red Organic Juice Beverage,2025-01-31 00:00:06,31,1.0
63483,5.49,Vegan Banana Bread with Walnuts,2025-01-01 00:00:07,452,1.0
75412,14.99,Platinum Reserve Brut Rosé Sonoma County,2025-03-21 00:00:04,452,1.0
93288,9.99,Double Crème Brie with Truffles,2025-02-23 00:00:07,546,0.0
76676,4.99,Danish Princess Pastry,2024-12-27 16:42:41,701,1.0
74911,6.49,Uncured Apple Smoked Bacon,2025-02-09 00:00:06,31,1.0
67604,2.99,Organic Watermelon Fruit Spread,2025-06-02 00:00:07,31,0.0
73854,4.99,Buttermilk Brined Half Chicken,2025-02-09 00:00:06,701,0.0
79863,6.99,Chicken Mole,2024-12-30 00:00:06,701,1.0
74048,4.49,Unexpected Cheddar Chicken Sausage,2025-01-25 00:00:06,546,1.0
66320,2.99,Peppermint Foaming Hand Soap,2025-02-10 00:00:05,701,0.0
64957,1.99,Organic Unsweetened Almond Beverage,2025-03-29 00:00:06,31,1.0
50661,1.49,Delicata Squash,2025-01-09 00:00:05,31,1.0
74256,2.99,4 Cheese Ravioli,2025-02-02 00:00:06,701,1.0
93530,7.99,Nectarines,2025-02-16 00:00:07,31,0.0
75752,3.99,Organic Seedy Crackers,2024-12-27 16:28:11,31,0.0
58463,3.69,Southwestern Chopped Salad Kit,2025-03-01 00:00:07,546,1.0
73721,4.99,Organic Jumbo Cinnamon Rolls,2025-01-18 00:00:07,31,1.0
58881,5.99,BBQ Seasoned Spatchcocked Chicken,2024-12-01 20:47:14,701,0.0
73030,6.49,Chicken Karaage,2025-03-30 00:00:07,546,1.0
68821,3.29,White Truffle Popcorn,2025-03-26 00:00:07,31,0.0
77732,2.99,Dark Chocolate Covered Bon Bon Cookies,2025-03-02 00:00:06,546,1.0
71530,8.99,Peppermint Joe-Joe's Cream Liqueur,2025-01-01 05:16:34,452,0.0
67008,4.49,Cheese Filled Fiocchetti with Pink Sauce,2025-03-31 00:00:05,701,1.0
50174,3.99,Sparkling White Chardonnay Grape Juice,2025-02-14 00:00:07,701,1.0
1070,3.79,Chocolate Lava Cakes,2025-01-05 00:00:05,452,1.0
76317,4.49,Fresh Mozzarella Pearls,2025-03-13 00:00:08,546,1.0
56650,4.99,Kettle Cooked Chicken Soup,2025-01-17 00:00:06,701,1.0
57202,3.99,Organic Mini Sweet Peppers,2025-05-29 00:00:08,701,1.0
77035,3.79,Calamansi & Mango Sorbet,2025-03-19 00:00:07,452,1.0
55085,2.29,Sweet Plantain Chips,2025-04-19 00:00:07,546,1.0
75091,3.99,Reusable Sponge Cloths,2025-03-01 00:00:07,546,1.0
78932,3.49,Sour Strawberry Candy Belts,2025-05-25 00:00:07,452,0.0
57007,1.69,Golden Oolong Tea,2024-12-07 23:45:29,546,1.0
64122,4.99,Orkney White Cheddar Cheese,2025-01-04 00:00:07,701,0.0
62042,5.99,Joe Light Roast Ground Coffee,2025-02-12 00:00:06,701,1.0
65311,3.49,Organic Shredded Kale,2025-03-10 00:00:07,452,1.0
75529,1.99,Oat Chocolate Bars with Crispy Rice & Cocoa Nibs,2025-02-17 00:00:06,452,1.0
68826,2.99,Cookie Mug Hangers,2025-01-16 00:00:05,452,0.0
73765,3.79,"Egg Bites Cheese, Spinach & Kale",2025-06-01 00:00:05,31,1.0
76799,12.99,Grand Reserve Cabernet Sauvignon Alexander Valley Lot #117,2025-04-22 00:00:06,546,0.0
35878,4.99,Strawberries 1 Lb,2025-01-21 00:00:06,452,1.0
58923,3.99,"Sweet Corn, Burrata & Basil Ravioli",2025-02-26 00:00:07,31,0.0
75817,4.99,Cheddar Jalapeño Pull Apart Bread,2025-03-13 00:00:08,701,1.0
74887,3.29,Milk Chocolate Bar with Corn Flakes,2025-05-29 00:00:08,31,1.0
71874,2.99,Focaccia Bread Mix,2025-01-17 00:00:06,546,0.0
71253,5.99,Organic Balsamic Vinegar,2025-06-03 00:00:07,452,1.0
69622,4.99,Pumpkin Brioche Twist,2025-04-24 00:00:08,546,0.0
68859,5.99,Gluten Free Pumpkin Bread,2024-12-01 02:24:55,31,0.0
74747,2.99,Flakes & Strawberries Cereal,2025-03-10 00:00:07,452,1.0
65636,3.49,Organic Toasted Sesame Oil,2025-04-02 00:00:06,701,1.0
57387,4.99,Organic Peeled & Cooked Chestnuts,2025-01-29 00:00:07,452,0.0
77098,10.99,Figgy Cheddar,2025-02-19 00:00:07,546,0.0
73917,3.69,Freeze Dried Fig Slices,2025-01-25 00:00:06,452,1.0
62488,2.99,Fire Roasted Red Peppers,2024-12-27 16:28:11,31,1.0
81059,2.69,La Colombe® Vanilla Cold Brew Draft Latte,2025-05-26 00:00:07,452,1.0
68188,4.99,Organic Cold Brew Black Tea Concentrate,2025-04-18 22:47:45,546,1.0
73768,3.99,Organic Biscuits,2024-12-28 00:00:07,452,1.0
74249,1.99,Beach Day Gummy Candy,2024-12-27 17:30:56,452,0.0
71879,3.99,Ginger Spread,2025-03-05 00:00:07,452,0.0
69558,3.49,Vegan Pasta Bolognese Bowl,2025-03-04 00:00:06,452,0.0
58923,3.99,"Sweet Corn, Burrata & Basil Ravioli",2025-06-03 00:00:07,452,1.0
68620,9.99,Zinc Oxide Mineral Sunscreen Spray SPF 30,2025-05-24 15:55:55,31,1.0
67049,12.99,Grand Reserve Cabernet Sauvignon Alexander Valley 2020,2025-02-12 00:00:06,546,0.0
56687,7.99,Avocado Oil,2025-05-27 00:00:07,701,1.0
57186,3.99,Chocolate Hold the Cone! Mini Ice Cream Cones,2025-02-25 00:00:07,701,1.0
68388,4.29,Grainless Granola,2025-02-20 00:00:07,31,1.0
66998,4.49,Reusable Lavender Dryer Bags,2025-01-21 00:00:06,452,1.0
51604,5.99,A Dozen Macarons variés,2025-03-11 00:00:08,701,1.0
57400,5.99,Turkey Harvest Salad,2025-01-23 00:00:06,701,1.0
57202,3.99,Organic Mini Sweet Peppers,2025-01-27 00:00:07,452,1.0
50261,1.19,Organic Garbanzo Beans,2025-05-31 00:00:07,452,1.0
75270,4.29,Sweet Apple Chicken Sausage,2025-01-16 00:00:05,701,1.0
77173,7.99,Handcrafted Felted Oval Wool Trivet For Fall,2025-01-13 00:00:07,31,0.0
1465,11.99,"Extra Virgin Olive Oil, Liter",2025-02-23 00:00:08,452,1.0
98530,16.99,Organic Fair Trade Wake Up Blend Coffee,2025-04-21 00:00:08,701,1.0
74122,3.49,Chiave d' Oro Raw Milk Hard Cheese,2025-06-02 00:00:07,31,0.0
52148,2.99,Vegetable Fried Rice,2025-02-15 00:00:06,701,1.0
21717,11.99,Fresh Atlantic Salmon Boneless Skinless Fillet,2025-03-24 00:00:06,452,1.0
73469,3.49,Truffle Flavored BBQ Sauce,2025-05-27 00:00:07,31,0.0
74137,10.99,Wild Caught Cod Fillets,2025-03-03 00:00:06,701,1.0
77729,3.99,Kimbap,2025-04-28 00:00:06,701,0.0
77163,8.99,Nordic Reindeer Tillandsia,2025-03-19 00:00:07,701,0.0
58039,3.49,Nectarines,2025-03-17 00:00:07,452,0.0
33331,14.99,Manchego Cheese,2025-06-01 00:00:05,31,1.0
18382,6.99,Medium Red Poinsettia,2025-04-21 00:00:07,701,0.0
53896,2.99,Grecian Style Eggplant with Tomatoes & Onions,2025-01-07 00:00:07,546,0.0
92457,3.99,Traditional Indian Style Flatbread,2025-02-20 00:00:07,31,1.0
61550,14.99,Platinum Reserve Brut Sparkling Wine Sonoma County,2025-03-19 00:00:07,546,0.0
30337,3.99,String Cheese,2025-02-26 00:00:07,701,1.0
53094,4.49,Sauerkraut with Pickled Persian Cucumbers,2025-01-17 00:00:06,452,1.0
74453,4.99,Chilean Hake Fillets,2025-02-18 00:00:07,31,0.0
59373,3.99,Mini Chocolate Mousse Flowers,2024-12-03 16:06:49,31,0.0
58329,2.99,Liquid Dish Soap Citrus Scent,2024-12-07 23:45:29,452,1.0
50953,3.49,Honey Roasted Peanuts,2025-01-22 00:00:07,452,1.0
71519,3.69,Oat Non-Dairy Frozen Dessert Sandwiches,2025-01-29 00:00:07,701,1.0
74768,3.99,Elote Chopped Salad Kit,2024-12-01 20:47:14,546,0.0
91749,3.99,Ridge Cut Potato Chips with Sea Salt,2025-01-22 00:00:07,701,1.0
60956,4.49,Pumpkin Butternut Squash Bisque,2025-03-19 00:00:07,452,0.0
56225,15.99,Beef Rib Eye Steak,2025-04-21 00:00:07,31,1.0
72562,3.49,Soft-Baked Sunflower Butter Cookies,2025-03-15 00:00:05,31,1.0
73687,11.99,Limoncello Gouda Cheese,2025-03-14 00:00:06,452,0.0
58761,4.49,Brownie Crisp Coffee Ice Cream Sandwiches,2025-03-10 00:00:07,452,1.0
9636,0.99,Black Beans,2025-02-23 00:00:07,546,1.0
62905,0.99,Nonfat Plain Greek Yogurt,2025-03-16 00:00:07,31,1.0
73246,1.99,Gochujang Paste,2025-03-04 00:00:06,452,0.0
61040,3.49,Stroopwafel Dutch Caramel Waffle Cookies,2025-01-10 00:00:05,546,0.0
12493,3.49,Sparkling Apple Cider,2025-01-28 00:00:07,452,1.0
80813,9.99,Super Happy Cabernet Sauvignon Sangiovese & Malbec,2025-04-03 00:00:08,701,0.0
80593,4.49,Milk Chocolate Bunny Bar,2025-03-10 00:00:07,31,0.0
79511,2.69,Raspberries & Cream Yogurt,2024-12-27 17:30:56,701,1.0
76019,0.99,Conversation Hearts Candies,2025-04-26 00:00:07,452,0.0
66433,3.49,Brioche Hot Dog Buns,2025-01-26 00:00:06,452,1.0
61467,3.99,Part Skim Ricotta Cheese,2025-02-18 00:00:07,546,1.0
68942,2.99,Organic Sugar Cones,2025-01-11 00:00:07,452,0.0
51986,3.49,Sourdough Sandwich Bread,2025-05-29 00:00:08,701,0.0
76964,9.99,Scented Candle Tin Trio,2025-02-14 00:00:07,701,0.0
71893,2.99,Cocoa & Sea Salt Instant Oatmeal,2024-11-28 15:47:00,452,0.0
70701,5.99,BBQ Pulled Chicken,2025-05-25 00:00:07,546,0.0
72219,9.99,Reserve Russian River Chardonnay,2024-12-28 00:00:07,31,0.0
74122,3.49,Chiave d' Oro Raw Milk Hard Cheese,2025-01-20 00:00:06,31,0.0
58191,1.49,Cranberry & Herb Supplement Drops,2025-02-25 00:00:07,546,1.0
27042,3.99,Organic Cane Sugar,2025-04-22 00:00:06,452,1.0
71242,3.49,Strawberry Vanilla Yogurt Pretzels,2025-02-13 00:00:07,546,0.0
66729,6.49,Hot Italian Sausage made with Pork,2025-03-23 00:00:08,452,1.0
97089,6.99,Raclette Sliced Cheese,2025-03-24 00:00:07,546,0.0
79434,4.99,Crunchy Jicama Slaw,2025-01-22 00:00:06,701,1.0
75556,2.49,Pretzel Breadsticks,2025-02-13 00:00:07,31,0.0
57367,3.99,Petite Pumpkin Spice Cookies,2025-05-27 00:00:08,452,0.0
71891,2.99,Non-Dairy Pumpkin Oat Beverage,2024-12-30 00:00:07,31,0.0
75444,3.99,Teeny Tiny Avocados,2025-02-06 00:00:07,452,1.0
62405,3.79,Organic Roasted Seaweed with Sea Salt,2025-02-06 00:00:07,452,0.0
65148,2.79,Non-Dairy Oat Beverage,2025-03-03 00:00:07,452,1.0
71332,2.29,Cinna-Dragons Gummy Candy,2025-05-28 00:00:07,31,1.0
62841,5.99,Organic Cold Pressed Green Juice Beverage,2025-02-05 00:00:07,31,1.0
78557,3.49,Thai Style Yellow Curry Sauce,2025-02-12 00:00:06,701,1.0
77643,1.99,Organic Sparkling Rosé Tea Beverage,2025-01-18 00:00:06,701,1.0
79890,2.99,Vegetable Root Chips,2025-03-19 00:00:07,31,0.0
66430,8.99,Cocoa Cream Liqueur,2025-02-04 00:00:06,452,0.0
76244,7.99,Lavender Reusable Insulated Bag,2025-03-15 00:00:05,452,1.0
70634,4.29,Vegan Tzatziki Dip,2025-02-18 00:00:07,546,1.0
